Date,Close,TrueVolatility
2000-01-03 00:00:00+00:00,1454.24,0.228886033570855
2000-01-04 00:00:00+00:00,1399.02,0.31206581725707
2000-01-05 00:00:00+00:00,1402.09,0.379494153792296
2000-01-06 00:00:00+00:00,1403.06,0.16926892939318
2000-01-07 00:00:00+00:00,1440.84,0.143836201738597
2000-01-10 00:00:00+00:00,1456.84,0.175266240993784
2000-01-11 00:00:00+00:00,1438.33,0.101729722047148
2000-01-12 00:00:00+00:00,1431.99,0.163142019147082
2000-01-13 00:00:00+00:00,1449.87,0.114094925904054
2000-01-14 00:00:00+00:00,1463.86,0.170420193345954
2000-01-18 00:00:00+00:00,1455.41,0.130274400040392
2000-01-19 00:00:00+00:00,1455.71,0.0677598218719789
2000-01-20 00:00:00+00:00,1444.96,0.172212303524406
2000-01-21 00:00:00+00:00,1440.66,0.0723964000690143
2000-01-24 00:00:00+00:00,1400.59,0.283261489416677
2000-01-25 00:00:00+00:00,1409.51,0.236069933468487
2000-01-26 00:00:00+00:00,1404.37,0.0944706454001787
2000-01-27 00:00:00+00:00,1398.84,0.263985512699347
2000-01-28 00:00:00+00:00,1362.02,0.396687126755734
2000-01-31 00:00:00+00:00,1393.34,0.281329214271858
2000-02-01 00:00:00+00:00,1408.92,0.151169853679416
2000-02-02 00:00:00+00:00,1409.25,0.146019267995363
2000-02-03 00:00:00+00:00,1424.2,0.217392840929417
2000-02-04 00:00:00+00:00,1424.43,0.0980520214882436
2000-02-07 00:00:00+00:00,1424.27,0.0859928033128128
2000-02-08 00:00:00+00:00,1440.9,0.114675019243466
2000-02-09 00:00:00+00:00,1412.47,0.153298862637283
2000-02-10 00:00:00+00:00,1415.98,0.152656914954479
2000-02-11 00:00:00+00:00,1380.47,0.163791069305605
2000-02-14 00:00:00+00:00,1389.72,0.126052881120365
2000-02-15 00:00:00+00:00,1402.6,0.182515726612003
2000-02-16 00:00:00+00:00,1387.71,0.123382612812845
