Date,Close,Daily_Return,RV,Close_to_Close_Vol,Parkinson_Vol,Garman_Klass_Vol,Yang_Zhang_Vol,Rogers_Satchell_Vol
2000-01-03,1455.219971,,,,,,,
2000-01-04,1399.420044,-0.03909917550586638,62.06801691371431,,,,,
2000-01-05,1402.109985,0.0019203376717690415,3.0484415476617994,,,,,
2000-01-06,1403.449951,0.0009552218683290303,1.51636770629346,,,,,
2000-01-07,1441.469971,0.02672995005828958,42.43248024684641,,,,,
2000-01-10,1457.599976,0.011127824951257899,17.66487447245271,,,,,
2000-01-11,1438.560059,-0.013148576790573768,20.872718569376396,,,,,
2000-01-12,1432.25,-0.004396019961010188,6.978465345185289,,,,,
2000-01-13,1449.680054,0.012096245364814217,19.202194219749718,,,,,
2000-01-14,1465.150024,0.010614763015335722,16.85041389867865,,,,,
2000-01-18,1455.140015,-0.006855516452527174,10.882794985379185,,,,,
2000-01-19,1455.900024,0.0005221563476186428,0.8288975047756334,,,,,
2000-01-20,1445.569946,-0.007120612485422565,11.303621891333787,,,,,
2000-01-21,1441.359985,-0.002916568177899514,4.629908448292142,,,,,
2000-01-24,1401.530029,-0.028022584196370916,44.48447332617974,,,,,
2000-01-25,1410.030029,0.0060464836043173315,9.598495154071879,,,,,
2000-01-26,1404.089966,-0.004221619428147993,6.70161308210298,,,,,
2000-01-27,1398.560059,-0.003946203861979626,6.264404424936449,,,,,
2000-01-28,1360.160034,-0.027840813152317945,44.1959207393097,,,,,
2000-01-31,1394.459961,0.024904850706052306,39.535224844443476,,,,,
2000-02-01,1409.280029,0.010571740659929333,16.782118026745724,,22.27528783366315,20.935557022768165,,25.275174493799557
2000-02-02,1409.119995,-0.00011356372325381405,0.18027682181289292,25.700911751514315,21.69244530439654,20.175208955543493,25.700911751514315,24.922934146554574
2000-02-03,1424.969971,0.011185347989420748,17.75618946463418,22.089200104077538,20.386812759043973,19.89828791606395,22.089200104077538,20.896595380246694
2000-02-04,1424.369995,-0.0004211333263327903,0.6685284301667832,22.0899508707737,19.80961800291983,19.077236049069395,22.089950870773695,20.92304692884291
2000-02-07,1424.23999,-9.127609660489278e-05,0.144896311356752,22.09170081906014,19.694834979121193,18.912873302119102,22.091700819060133,20.925139470820014
2000-02-08,1441.719971,0.012198494043072149,19.36450896448304,20.446611115566153,18.942872417083564,18.537578887219787,20.44661111556615,19.398794677830846
2000-02-09,1411.709961,-0.02103511722139588,33.392213380143296,21.26202519106357,19.262969100547025,18.596359583226548,21.262025191063568,20.088038986933476
2000-02-10,1416.829956,0.0036202427699053154,5.746957232909456,20.89716561435354,19.08458558340527,18.540382002443188,20.897351668528213,19.517936221465927
2000-02-11,1387.119995,-0.02119229903507375,33.641731773911545,22.047321457652103,19.77484888397084,19.000202266536437,22.04753021708684,21.147802148623704
2000-02-14,1389.939941,0.0020308866457530157,3.223932603374766,21.53352826924963,19.639074030710567,18.978422547560005,21.53376189582715,20.624264984953484
2000-02-15,1402.050049,0.008674947967946833,13.771052975767464,21.40037269523432,19.91970625532392,19.424339652781526,21.400611631789495,20.198047429247694
2000-02-16,1387.670044,-0.010309372899859285,16.365622119633876,21.53020530038586,20.022323616545485,19.49971437505984,21.5304496209515,20.311630262682613
2000-02-17,1388.26001,0.0004250582668915065,0.6747590801442276,21.528650147859167,20.158932161015382,19.693974623877118,21.528894677953712,20.31598572032199
2000-02-18,1346.089966,-0.03084710311702994,48.968258108655945,23.66571581642529,20.847165584964785,19.62695986337079,23.665980918254967,22.883427425004925
2000-02-22,1352.170044,0.0045066733880709895,7.154122215017232,23.82381242845922,21.148304235098536,20.054976999511574,23.824062514872924,22.87157440186157
2000-02-23,1360.689941,0.006281138767331648,9.9709986771878,22.199899820550257,19.795304206681237,18.973095305542063,22.20010246086332,21.171799806690625
2000-02-24,1353.430054,-0.0053497298041060405,8.492432785832923,22.06834004263146,20.156730093637393,19.50292534714792,22.068565860867153,21.476355782239462
2000-02-25,1333.359985,-0.014940089862679742,23.716657404964636,22.515133769659432,20.70875925822383,20.052849658826418,22.515375360040853,21.899729243906567
2000-02-28,1348.050049,0.010957079137145902,17.393823895525344,22.978412656134857,20.21254180346943,19.212585359976792,22.97862178273517,22.17790945734892
2000-02-29,1366.420044,0.013535073009169125,21.4862622956185,21.48065020684586,19.45561756884629,18.839775866203794,21.480791967033323,20.369095947392417
2000-03-01,1379.189941,0.009302114393902527,14.766648812004245,19.83855845266928,18.438470977654514,18.06225097446196,19.83874540683154,19.399971148219038
2000-03-02,1381.76001,0.0018617285991713239,2.9554025292623844,19.45037536756939,18.137949662829257,17.777144078916937,19.450585104289186,19.2000828315215
2000-03-03,1409.170044,0.019642853666569128,31.182063504825102,20.71871151909209,18.478315442697774,17.760036976772994,20.718867848540505,20.441520210904628
2000-03-06,1391.280029,-0.012776702246402047,20.28238603170007,20.751741773803378,18.41641516343705,17.620592390056373,20.751946979931272,20.937931059798657
2000-03-07,1355.619995,-0.025965296993352604,41.218631137406476,22.45689187544899,19.74117281597888,18.69003636214916,22.457129893065687,22.68900960645853
2000-03-08,1366.699951,0.008140128567621025,12.922053498010595,22.740711071277207,20.07201569264947,19.09205089858404,22.740930718794655,22.83038173400078
2000-03-09,1401.689941,0.025279570239353916,40.13007366235202,24.173511014757505,20.982388438995407,19.839179448825956,24.173694621630254,23.67669923176871
