Date,Close,Daily_Return,Close_to_Close_Vol,Parkinson_Vol,Garman_Klass_Vol,Yang_Zhang_Vol,Rogers_Satchell_Vol
2023-10-02,4288.39,,,,,,
2023-10-03,4229.45,-0.013839410161483797,,,,,
2023-10-04,4263.75,0.008077093787000134,,,,,
2023-10-05,4258.19,-0.0013048673867472557,,,,,
2023-10-06,4308.5,0.011745628333713317,,,,,
2023-10-09,4335.66,0.006284032081045516,,,,,
2023-10-10,4358.24,0.005194458360886415,,,,,
2023-10-11,4376.95,0.004283828654568987,,,,,
2023-10-12,4349.61,-0.006265948885271601,,,,,
2023-10-13,4327.78,-0.005031477449688668,,,,,
2023-10-16,4373.63,0.010538619453747615,,,,,
2023-10-17,4373.2,-9.832133477993887e-05,,,,,
2023-10-18,4314.6,-0.01349038622382619,,,,,
2023-10-19,4278.0,-0.008519009694152467,,,,,
2023-10-20,4224.16,-0.01266518618575799,,,,,
2023-10-23,4217.04,-0.0016869643388467898,,,,,
2023-10-24,4247.68,0.0072394913997594025,,,,,
2023-10-25,4186.77,-0.014443397939346892,,,,,
2023-10-26,4137.23,-0.011903071819740901,,,,,
2023-10-27,4117.37,-0.004811871761208667,,,,,
2023-10-30,4166.82,0.011938544947970331,,12.689757521604731,12.494829565090404,,13.637823187445571
2023-10-31,4193.8,0.006454089207465981,14.467046167260664,12.714233929902388,12.477285392506806,14.685091987596394,13.678932838762597
2023-11-01,4237.86,0.010451180679737281,14.208677945189251,12.537424029607857,12.254646189833576,14.599414424147561,13.634872254490846
2023-11-02,4317.78,0.018682956430735833,15.385684761934373,12.564367419888638,12.134443090446705,15.1515072652309,14.081040688984483
2023-11-03,4358.34,0.009349869637436973,15.65977427154395,12.543037801902898,12.044876512549248,15.294992116944695,14.286621188922647
2023-11-06,4365.98,0.0017514263468030517,15.179618814445902,11.523333040289629,11.173843336401525,13.902840608731445,12.971550658386477
2023-11-07,4378.38,0.002836115693239983,15.06438521188779,11.275260062967565,11.048875308781163,13.246004303644416,12.437636843838455
2023-11-08,4382.78,0.0010044332873557552,14.968323122664781,11.162060792007585,10.9265009549721,13.136165096380184,12.228628766824484
2023-11-09,4347.35,-0.008116762182437998,15.164183123272649,11.296764783552389,10.914625495361983,13.476619654058206,12.757212172329545
2023-11-10,4415.24,0.015495728650985885,15.943363162950833,11.344838117868855,10.804928019482686,14.039675501475182,12.899705844622014
